year,tmID,confID,rank,playoff,firstRound,semis,finals,o_oreb,o_dreb,d_oreb,d_dreb,lost,GP,min,arena,powerRanking,offensiveFieldGoalPercentage,offensiveFreeThrowPercentage,offensiveThreePointPercentage,offensiveReboundsPerGame,offensiveAssistsPerGame,offensivePersonalFoulsPerGame,offensiveStealsPerGame,offensiveTurnoversPerGame,offensiveBlocksPerGame,offensivePointsPerGame,defensiveFieldGoalPercentage,defensiveFreeThrowPercentage,defensiveThreePointPercentage,defensiveReboundsPerGame,defensiveAssistsPerGame,defensivePersonalFoulsPerGame,defensiveStealsPerGame,defensiveTurnoversPerGame,defensiveBlocksPerGame,defensivePointsPerGame,winPercentage,homeWinPercentage,awayWinPercentage,conferenceWinPercentage,attendance
8,7,0,2,1,1,0,-1,341,812,369,795,13,34,6875,6,43.26006172080066,40.81438541518586,69.94916792976235,56.15291637244525,33.050847457627135,18.48341232227487,19.310344827586217,82.65306122448979,70.06802721088437,64.06249999999999,10.947712418300643,11.476450119395375,0.0,7.574768064992836,37.912087912087905,0.0,35.80246913580248,48.101265822784775,74.67532467532466,38.666666666666664,0.0,61.76470588235294,100.0,66.66666666666666,65.45454545454547,67.91421744084049
9,7,0,4,1,0,-1,-1,349,778,338,833,17,34,6950,6,48.497255438611035,15.35353136738399,55.434453063044145,41.60748233331401,24.390243902439064,19.285714285714253,64.43298969072167,100.0,68.48484848484851,63.30935251798561,16.35514018691591,52.429715409750564,76.73530486405552,42.59495630247339,43.04932735426002,0.0,24.817518248175194,76.47058823529413,87.20000000000005,25.49019607843139,8.45771144278607,50.0,66.66666666666666,50.0,71.42857142857143,68.43707410244421
10,7,0,1,1,1,1,0,342,780,318,849,12,34,6925,6,46.15690316126485,0.0,78.31335852909433,38.25881152929738,34.761904761904766,43.023255813953476,59.56284153005459,100.0,50.649350649350644,23.80952380952382,14.596273291925463,48.80585591879699,21.779405487708402,0.0,54.08560311284042,11.03448275862069,58.510638297872376,23.232323232323246,100.0,13.043478260869556,4.504504504504502,64.70588235294117,100.0,57.14285714285714,100.0,54.10222804718218
1,8,1,1,1,1,0,-1,308,783,300,678,4,32,6450,14,58.72047863553716,71.38784199186297,75.83183364700821,59.91284224788439,100.0,100.0,72.94685990338165,48.30508474576271,22.5609756097561,98.93617021276596,91.11791730474732,0.0,29.329764531168518,19.37872249659537,72.91666666666666,16.11111111111111,41.04477611940299,24.390243902439025,46.82539682539682,41.0958904109589,39.25233644859813,87.5,100.0,100.0,100.0,9.167531712922159
2,8,1,1,1,1,1,1,350,755,294,627,4,32,6475,14,63.62614361020905,94.49233223540222,69.0035071415136,82.5772223334926,100.0,100.0,57.52688172043011,66.94915254237289,6.9306930693069315,73.68421052631578,100.0,14.706062841073319,59.594194138113956,29.04554534062856,13.953488372093023,84.7457627118644,29.2817679558011,14.666666666666666,40.38461538461539,52.77777777777778,78.5862785862786,87.5,100.0,100.0,100.0,34.24743091147913
3,8,1,1,1,1,1,1,329,814,314,645,7,32,6475,14,70.0276079068578,100.0,61.84069150702608,79.73172730586016,100.0,100.0,94.71153846153845,59.57446808510638,81.95488721804512,82.10526315789474,100.0,19.10364145658268,48.62743990046273,14.435427112631716,27.95031055900621,80.32786885245902,37.267080745341616,97.10144927536231,24.786324786324787,51.28205128205128,75.88495575221239,78.125,80.0,100.0,100.0,55.880072213538824
4,8,1,1,1,1,1,0,336,813,316,789,10,34,6900,14,60.930703272240585,52.269240980996024,95.38116146658032,37.388627599906485,70.32967032967034,100.0,80.67226890756304,44.71544715447154,20.68965517241379,92.59259259259258,88.15789473684207,10.09760428388713,3.7479763596388675,86.77901263352415,61.97916666666665,85.92592592592592,42.58373205741625,20.93023255813953,23.655913978494635,47.5609756097561,81.4606741573034,70.58823529411765,72.72727272727273,100.0,92.30769230769232,40.7266083051432
5,8,1,1,1,0,-1,-1,312,809,339,727,9,34,6975,14,71.05306391419256,100.0,42.707367376186355,98.58765585760581,83.55704697986573,100.0,91.19170984455958,50.47619047619049,55.555555555555536,100.0,100.0,0.0,30.41177099594188,59.69371156438095,70.80291970802914,63.8655462184874,82.73381294964034,57.94392523364485,57.0552147239264,5.88235294117648,89.3518518518517,73.52941176470588,100.0,100.0,100.0,62.98055381306569
6,8,1,4,1,0,-1,-1,321,683,332,709,17,34,6800,14,58.59412523985323,52.204411963962094,41.05425584868096,32.1578576462297,27.241379310344843,84.28571428571433,86.66666666666664,48.93617021276595,45.89041095890412,58.252427184466015,57.32009925558309,39.1459048805124,65.91111253829018,76.84692054229757,68.37606837606833,99.24812030075184,41.55844155844155,58.13953488372091,63.033175355450254,48.0,80.25477707006364,50.0,60.0,45.454545454545446,64.28571428571428,70.58942241715663
7,8,1,1,1,1,0,-1,350,852,336,746,9,34,6825,14,58.66711208949376,64.82456354480706,41.70927448626309,2.0495769523891085,68.30188679245283,81.81818181818181,58.66141732283463,63.975155279503085,68.65671641791042,63.888888888888886,39.65517241379308,18.258659637515464,49.3470872247392,60.835099019690965,23.863636363636388,60.26490066225164,34.89932885906043,68.83116883116887,60.5128205128205,72.22222222222221,28.419182948490235,73.52941176470588,100.0,80.0,100.0,82.15345027401835
8,8,1,7,0,-1,-1,-1,356,783,343,836,24,34,6900,14,42.384328862380336,10.375778170452715,78.1748104742136,66.48910178487598,27.1186440677966,38.86255924170613,78.62068965517246,18.36734693877551,57.82312925170066,18.75,19.60784313725491,65.41551234594914,27.94621898677751,55.205820720799515,42.032967032967065,92.15686274509807,0.0,60.75949367088608,35.714285714285694,69.33333333333333,63.295880149812724,29.411764705882355,0.0,22.22222222222222,0.0,81.92395720954619
9,8,1,3,1,1,0,-1,386,896,359,768,14,34,7000,14,55.20416695693114,76.10121965043281,53.77415836521864,0.0,100.0,100.0,57.2164948453608,35.39823008849559,82.42424242424245,100.0,35.825545171339556,0.0,26.421517081274466,57.2493468392741,23.31838565022423,17.391304347826082,67.15328467153292,87.05882352941181,19.20000000000003,36.27450980392159,19.402985074626848,58.82352941176471,73.33333333333336,83.33333333333331,71.42857142857143,98.97535887309373
10,8,1,3,1,1,0,-1,365,883,320,730,16,34,6925,14,36.14074053731838,47.846786398806316,58.27295454307726,0.0,94.76190476190469,77.90697674418605,0.0,0.0,74.67532467532472,82.14285714285717,3.2608695652174244,0.0,28.292687008664576,25.294415600861086,8.560311284046705,23.44827586206896,17.02127659574468,52.52525252525256,1.68539325842696,10.869565217391301,3.9639639639639306,52.94117647058824,57.14285714285715,42.857142857142854,52.88461538461541,87.16390642996149
1,9,0,6,0,-1,-1,-1,365,595,275,648,19,32,6475,2,35.373483609589556,0.0,3.518480113356685,0.0,56.04026845637584,12.755102040816327,73.91304347826086,49.152542372881356,57.92682926829268,26.595744680851062,1.3782542113323124,48.3151365900292,38.840654404380146,96.07938044530499,34.72222222222222,0.0,49.25373134328358,29.268292682926827,80.95238095238095,58.9041095890411,0.0,40.625,45.45454545454545,18.181818181818183,38.46153846153847,23.998015290100607
2,9,0,3,1,0,-1,-1,292,651,301,667,12,32,6575,2,39.43171029540042,49.67126449210747,71.30143368589685,33.526592886683495,24.299065420560748,29.891304347826086,50.0,83.05084745762711,16.831683168316832,93.42105263157895,6.923076923076923,16.160772616860946,11.906682027649719,14.10713722024059,35.81395348837209,0.0,0.0,48.0,78.2051282051282,15.277777777777779,22.86902286902287,62.5,45.45454545454545,80.0,66.66666666666666,29.91475004507173
3,9,0,6,0,-1,-1,-1,296,573,278,693,17,32,6475,2,41.130652856576205,38.919439286721,28.651551505924367,41.14790089578453,0.0,31.41025641025641,84.61538461538461,77.6595744680851,20.30075187969925,13.684210526315791,9.57683741648107,72.45727559316406,94.1784268973284,38.96793865997578,35.40372670807454,29.508196721311474,15.527950310559005,20.28985507246377,77.77777777777779,42.30769230769231,43.36283185840708,46.875,50.0,41.66666666666667,45.45454545454547,28.52253038178668
1,10,1,6,0,-1,-1,-1,258,612,300,677,17,32,6425,15,49.71702433025804,52.80219866252993,56.68526469540992,86.31294152505662,25.838926174496645,53.57142857142857,65.70048309178745,19.491525423728813,41.46341463414634,0.0,56.814701378254206,52.72143738955057,47.64165450640528,65.33797368744128,72.22222222222221,31.11111111111111,83.5820895522388,63.41463414634146,96.03174603174604,75.34246575342466,43.69158878504673,46.875,36.36363636363637,45.45454545454545,7.692307692307689,16.762311403594676
2,10,1,6,0,-1,-1,-1,308,693,328,688,20,32,6475,15,48.30492169281829,0.0,78.44372362527507,36.92795290923968,51.4018691588785,13.586956521739129,100.0,6.779661016949152,75.24752475247524,59.210526315789465,30.0,11.994290255835299,100.0,34.91905828648722,58.139534883720934,69.49152542372882,100.0,48.0,51.28205128205128,69.44444444444444,76.50727650727652,37.5,9.090909090909092,40.0,33.33333333333333,16.3224045123239
3,10,1,8,0,-1,-1,-1,309,650,302,612,22,32,6475,15,39.37912350562887,22.68800272779125,0.0,41.47354138398916,32.846715328467155,25.0,72.11538461538461,26.595744680851062,90.97744360902256,20.0,0.0,48.26468495533246,96.51959594958527,63.43632566411508,0.0,69.67213114754098,34.161490683229815,94.20289855072464,35.04273504273504,58.97435897435898,46.902654867256636,31.25,30.0,16.666666666666664,0.0,27.68771279367041
4,10,1,4,1,0,-1,-1,361,718,337,652,16,34,6850,15,49.75416108321937,88.58667120771206,35.61573059348124,52.60896014442985,44.68864468864465,95.59748427672955,60.504201680672296,44.71544715447154,71.2643678160919,18.518518518518523,62.061403508771896,54.08793193431668,42.86217202820167,24.622051718495676,1.5625000000000258,53.33333333333332,48.32535885167466,55.81395348837211,25.26881720430108,46.34146341463415,64.0449438202247,52.94117647058824,72.72727272727273,45.454545454545446,69.23076923076923,13.076307814231308
5,10,1,3,1,0,-1,-1,332,724,323,713,16,34,6850,15,45.47937111477882,23.738710393550765,9.799882126018106,35.71847683343463,61.744966442953,50.000000000000014,54.40414507772018,45.714285714285715,100.0,82.6923076923077,18.114143920595556,34.404751887191104,31.293832706063878,0.0,48.905109489051036,43.697478991596654,62.589928057553976,100.0,44.17177914110432,43.13725490196078,10.185185185185084,52.94117647058824,55.55555555555555,57.14285714285713,59.99999999999998,11.032450139897044
6,10,1,6,0,-1,-1,-1,310,715,344,711,20,34,6850,15,52.313876542922756,21.574147110078528,43.10858209604203,84.36363636363636,34.482758620689665,70.00000000000001,23.888888888888843,44.68085106382978,76.02739726027401,49.51456310679612,28.784119106699773,55.202590864895726,46.858170561103954,65.21582301310575,80.34188034188035,76.69172932330827,48.701298701298704,90.6976744186046,36.01895734597158,86.66666666666667,62.101910828025474,41.17647058823529,60.0,18.18181818181818,42.85714285714287,20.709836264076312
7,10,1,7,0,-1,-1,-1,340,804,372,832,24,34,6825,15,47.022248715141544,48.74593430102109,12.737286432908675,81.36398103271752,46.41509433962266,9.696969696969699,48.81889763779527,0.0,65.67164179104476,41.66666666666667,31.504702194357336,71.40383755015152,92.4725616964431,42.63864377774211,70.07575757575762,100.0,32.88590604026846,100.0,0.0,64.81481481481481,74.42273534635878,29.411764705882355,41.66666666666666,0.0,18.181818181818183,50.96053742953113
8,10,1,6,0,-1,-1,-1,397,785,318,800,24,34,6875,15,42.752891697505916,23.141643090237007,79.27696721366674,31.406504724740458,45.33898305084745,58.76777251184835,65.5172413793103,11.22448979591836,51.02040816326531,0.0,36.43790849673205,100.0,55.62404957762681,48.08436091174229,25.27472527472528,58.82352941176472,24.69135802469134,46.835443037974656,22.077922077922068,82.66666666666664,71.53558052434458,29.411764705882355,28.57142857142855,0.0,18.181818181818194,54.911727044494405
9,10,1,7,0,-1,-1,-1,353,792,350,862,18,34,6900,15,53.90289173443397,92.21623744667599,55.46757856874416,14.806811477963405,33.17073170731714,59.999999999999986,76.80412371134024,86.72566371681415,0.0,38.84892086330936,62.14953271028034,82.59264720683278,51.22991128431871,49.37821288365718,61.43497757847533,53.140096618357504,89.78102189781025,22.352941176470587,64.00000000000007,35.29411764705881,52.23880597014926,47.05882352941176,53.333333333333336,66.66666666666666,42.857142857142854,56.0239945087194
10,10,1,5,0,-1,-1,-1,325,762,317,848,20,34,6875,15,45.6869355685523,31.617204976580133,45.67327165891808,52.35817843187374,18.09523809523808,32.558139534883715,60.10928961748632,53.846153846153854,38.96103896103896,36.904761904761905,34.00621118012426,100.0,35.23215707868875,100.0,53.30739299610895,73.79310344827587,55.319148936170194,2.0202020202020132,46.62921348314607,65.2173913043478,63.24324324324322,41.17647058823529,28.57142857142859,14.285714285714295,10.576923076923078,48.67151197426427
1,11,0,1,1,1,1,0,288,652,320,647,12,32,6425,9,43.99978406896374,67.77414817514361,55.43194782160066,69.31635427936484,49.328859060402685,44.38775510204081,30.434782608695656,27.11864406779661,27.439024390243905,41.48936170212766,49.92343032159265,17.571714101952665,56.84786914951856,0.0,65.27777777777779,25.555555555555554,37.3134328358209,0.0,42.06349206349206,26.027397260273972,7.943925233644859,62.5,72.72727272727273,54.54545454545454,76.92307692307692,92.05332602124423
2,11,0,2,1,1,0,-1,255,660,304,679,11,32,6400,9,46.46007684332631,100.0,8.182081051478672,94.9778453841354,11.214953271028037,76.63043478260869,57.52688172043011,53.38983050847458,5.9405940594059405,0.0,46.34615384615385,52.34088717576496,18.123991935483797,48.630960669392536,42.7906976744186,23.728813559322035,34.25414364640884,0.0,67.94871794871796,0.0,61.12266112266113,65.625,72.72727272727273,60.0,60.00000000000001,100.0
3,11,0,1,1,1,1,0,260,610,312,649,14,32,6450,9,43.51614319524081,96.99973249165018,35.15515748889872,67.57868714279839,0.36496350364963503,44.230769230769226,82.21153846153845,63.829787234042556,37.59398496240601,17.894736842105264,19.15367483296214,29.832660126947435,68.89671883921477,44.520780549249515,29.19254658385093,0.0,21.11801242236025,28.985507246376812,46.15384615384615,21.794871794871796,27.212389380530972,56.25,60.0,58.333333333333336,45.45454545454547,85.14533580507191
4,11,0,6,0,-1,-1,-1,271,686,326,736,18,34,6850,9,46.87759211233452,68.88671747737445,74.46197134882843,72.75803341902306,0.0,62.26415094339621,40.75630252100842,60.97560975609757,20.68965517241379,51.85185185185185,32.01754385964908,42.423502142810726,100.0,45.547870829366275,39.58333333333331,37.03703703703704,23.444976076555022,53.48837209302329,30.10752688172042,9.756097560975613,32.02247191011242,47.05882352941176,72.72727272727273,27.272727272727277,46.153846153846146,80.65410891052782
5,11,0,2,1,1,0,-1,263,741,371,730,16,34,6900,9,45.78300299551461,70.14639586996678,63.303232180868626,63.7903090594088,44.29530201342282,56.50000000000003,16.58031088082902,0.0,43.38624338624338,53.84615384615385,39.70223325062035,45.335966912467164,52.175209038089754,37.25463520814705,96.35036496350362,51.26050420168067,0.0,57.94392523364485,0.0,23.529411764705888,59.72222222222221,52.94117647058824,55.55555555555555,57.14285714285713,49.99999999999999,53.8130656868895
6,11,0,3,1,0,-1,-1,242,732,345,685,16,34,6925,9,45.589370633188864,86.1671351465153,100.0,74.00150262960177,16.896551724137936,46.428571428571445,17.777777777777786,13.475177304964534,25.34246575342466,34.95145631067961,54.838709677419416,55.19193263172837,29.32781183109553,20.748627108126968,58.97435897435892,28.57142857142856,0.0,90.6976744186046,0.0,9.333333333333321,61.14649681528657,52.94117647058824,50.000000000000014,63.63636363636361,49.28571428571429,100.0
7,11,0,5,0,-1,-1,-1,285,736,341,832,23,34,6875,9,49.59944191989725,4.161080287426415,81.93233497920997,56.62455877512574,0.0,0.0,56.692913385826785,36.64596273291926,100.0,40.27777777777777,7.836990595611276,94.42539217328776,100.0,97.05464211736022,58.33333333333335,22.516556291390728,56.37583892617454,50.649350649350666,24.102564102564113,83.33333333333334,60.39076376554178,32.35294117647059,33.33333333333333,20.0,27.27272727272727,95.67365298866605
8,11,0,4,1,0,-1,-1,287,788,378,837,18,34,6850,9,39.62374668980497,36.04062046024817,46.24324958910543,100.0,0.0,13.270142180094766,0.0,63.26530612244898,85.71428571428572,21.87500000000001,0.0,33.404629944563816,27.48926014205237,0.0,51.92307692307692,22.222222222222232,1.8518518518518823,100.0,43.506493506493534,40.0,24.53183520599255,47.05882352941176,71.42857142857143,33.33333333333333,45.45454545454546,81.9804196368256
9,11,0,3,1,1,0,-1,327,778,352,823,15,34,6900,9,49.96532867904998,66.01276162132793,52.975911510593086,76.86819828034135,13.65853658536587,55.714285714285715,27.31958762886599,69.91150442477876,45.45454545454549,28.776978417266196,31.931464174454828,65.025589801411,78.8836585947034,80.58618404614735,44.843049327354294,9.178743961352653,0.0,65.88235294117652,48.00000000000003,4.901960784313738,21.890547263681555,55.88235294117647,66.66666666666666,83.33333333333331,64.28571428571429,91.14928921739303
10,11,0,7,0,-1,-1,-1,280,802,333,869,21,34,6900,9,33.469414270267045,22.298083182197363,55.6920082828506,62.095088296275094,15.714285714285737,42.44186046511627,29.508196721311435,37.8205128205128,58.44155844155845,28.571428571428566,0.0,33.9062054753417,58.0476791824782,43.660504446005824,67.70428015564198,0.0,0.0,21.212121212121232,49.438202247191,30.43478260869565,10.630630630630632,38.23529411764706,14.285714285714288,14.285714285714295,23.07692307692309,79.23428253703483
1,12,0,3,1,0,-1,-1,319,606,348,669,16,32,6500,3,52.48578397924431,67.33317337287882,35.247197268545435,70.4301874654837,44.29530201342282,42.3469387755102,14.009661835748794,34.74576271186441,34.756097560975604,71.27659574468085,59.11179173047473,58.64022904804166,81.75995170864226,64.37318489835432,100.0,66.66666666666666,31.343283582089555,50.0,58.730158730158735,45.20547945205479,54.20560747663551,50.0,63.63636363636363,27.27272727272727,69.23076923076924,17.527469299018744
2,12,0,5,0,-1,-1,-1,356,614,316,659,19,32,6450,3,54.56335234460946,35.93657832946401,52.07203912443954,44.73069171883742,36.915887850467286,21.73913043478261,72.04301075268818,100.0,100.0,56.57894736842105,42.11538461538461,73.58336354474055,18.483671021060953,69.98371650781722,39.06976744186046,82.48587570621469,34.25414364640884,100.0,100.0,52.77777777777778,86.6943866943867,40.625,45.45454545454545,10.0,33.33333333333333,15.20655729260566
3,12,0,5,0,-1,-1,-1,320,595,362,684,16,32,6525,3,57.013363396132455,50.09146334108748,82.49951684597055,26.52395682796823,16.78832116788321,12.179487179487179,97.11538461538461,100.0,36.09022556390977,31.57894736842105,55.90200445434298,71.39788246125521,40.0422067515277,70.54859037019314,81.98757763975155,89.34426229508196,45.962732919254655,62.31884057971014,100.0,47.43589743589743,80.30973451327434,50.0,60.0,41.66666666666667,63.63636363636365,11.914022269879927
1,13,1,4,1,0,-1,-1,275,619,334,635,12,32,6425,20,47.76342195874387,76.99419633249758,68.75942190996783,42.10716227490846,33.89261744966443,38.265306122448976,36.71497584541063,60.16949152542372,0.0,29.78723404255319,64.47166921898928,42.53470902819092,49.00425949687394,48.75566637500934,66.66666666666666,38.88888888888889,77.61194029850746,1.2195121951219512,83.33333333333334,21.91780821917808,23.598130841121495,62.5,63.63636363636363,63.63636363636363,53.84615384615387,45.7736777849593
2,13,1,5,0,-1,-1,-1,300,642,333,698,19,32,6450,20,54.885582025767285,40.30173901456092,50.836954757235496,40.572852036216325,23.83177570093458,55.434782608695656,62.365591397849464,76.27118644067797,87.12871287128714,73.68421052631578,27.500000000000004,42.39996069646509,91.1450508174989,61.73887531809863,65.11627906976744,76.8361581920904,35.91160220994475,80.0,81.41025641025641,70.83333333333334,79.20997920997921,40.625,45.45454545454545,10.0,26.666666666666668,26.864037911762434
3,13,1,7,0,-1,-1,-1,292,626,309,692,21,32,6400,20,48.80767270113611,44.96226144056876,73.9894345529251,18.25968925780289,17.88321167883212,0.0,75.0,70.2127659574468,69.92481203007519,11.578947368421053,19.599109131403118,100.0,6.364685793015501,100.0,54.037267080745345,100.0,22.981366459627328,86.95652173913044,57.26495726495726,71.7948717948718,88.27433628318585,34.375,60.0,0.0,9.090909090909086,27.64167060448548
4,13,1,7,0,-1,-1,-1,357,643,303,811,26,34,6925,20,41.699882926711965,0.0,2.31108589049243,40.47581779745287,15.750915750915714,20.754716981132074,73.10924369747903,100.0,25.86206896551722,30.864197530864196,0.0,99.14443071399377,39.08728113870855,91.57672513965707,66.66666666666666,39.25925925925925,48.80382775119616,60.46511627906976,100.0,70.73170731707317,35.9550561797753,23.52941176470588,27.27272727272728,0.0,0.0,30.876817071112512
5,13,1,5,0,-1,-1,-1,264,652,309,711,17,34,6825,20,51.62409667185267,83.56163471062446,80.64185949163323,87.50249152880205,14.765100671140926,37.49999999999999,100.0,69.52380952380956,21.164021164021147,78.84615384615385,51.61290322580643,66.11755428481612,40.26219329492295,100.0,37.22627737226276,0.0,51.07913669064745,0.0,65.03067484662579,50.98039215686274,31.018518518518462,50.0,44.44444444444445,57.14285714285713,49.99999999999999,22.182393882367
6,13,1,5,0,-1,-1,-1,342,720,319,705,18,34,6800,20,56.117985791104374,26.6363511107503,67.36911172451249,49.740597065272404,47.24137931034482,82.85714285714292,64.44444444444443,34.04255319148937,63.013698630136986,100.0,66.0049627791563,59.07566617050109,28.01746178461001,97.97105942104352,53.84615384615381,26.315789473684205,53.24675324675327,79.06976744186044,34.12322274881517,43.999999999999986,83.12101910828021,47.05882352941176,60.0,36.36363636363636,64.28571428571428,35.10433624389522
7,13,1,5,0,-1,-1,-1,334,811,408,875,16,34,6900,20,62.899135869182764,72.27793447246898,79.54539140291604,100.0,46.79245283018872,100.0,83.07086614173227,50.93167701863352,0.0,61.111111111111114,100.0,70.7718769228325,46.94085507273572,40.25817008791534,100.0,68.87417218543047,57.04697986577181,0.0,50.76923076923078,68.51851851851852,100.0,52.94117647058824,58.333333333333336,59.999999999999986,36.36363636363637,67.93101416252529
8,13,1,1,1,1,1,1,279,873,445,945,11,34,6850,20,69.85882249343666,100.0,100.0,69.62809076097767,32.62711864406779,100.0,27.5862068965517,59.18367346938776,0.0,100.0,100.0,16.39171547511952,74.04952819813928,96.73266512826831,100.0,100.0,48.76543209876544,2.5316455696202818,64.93506493506491,32.00000000000001,100.0,67.64705882352942,100.0,88.88888888888887,100.0,65.50347344753531
9,13,1,6,0,-1,-1,-1,375,851,440,858,18,34,6825,20,57.59794550932294,91.87060951135311,100.0,23.209873374926108,72.68292682926838,62.142857142857075,98.96907216494846,18.584070796460168,10.303030303030306,56.83453237410072,100.0,55.83289503978446,15.163159838940956,70.22870315241686,100.0,83.57487922705313,67.15328467153292,5.882352941176487,0.7999999999999973,24.50980392156863,100.0,47.05882352941176,60.00000000000001,50.0,42.857142857142854,82.29062005710136
10,13,1,1,1,1,1,1,284,906,421,864,11,34,6900,20,65.47896529456564,100.0,100.0,91.39208427159264,67.14285714285712,100.0,85.79234972677594,5.128205128205111,30.519480519480503,100.0,100.0,39.88963995213495,0.0,28.861268103143743,100.0,86.20689655172411,43.085106382978715,12.12121212121214,0.0,71.73913043478264,100.0,67.64705882352942,71.42857142857146,100.0,74.03846153846155,61.98181023869097
1,14,1,7,0,-1,-1,-1,309,627,307,646,22,32,6525,13,52.505813826900834,48.79799890240912,16.803210440028295,63.04493324528282,47.98657718120805,45.91836734693878,100.0,43.22033898305085,100.0,31.914893617021278,50.995405819295556,48.35652780867544,70.5046163200308,59.90452646556263,55.55555555555556,39.44444444444444,100.0,65.85365853658537,83.33333333333334,75.34246575342466,70.56074766355141,31.25,18.181818181818183,18.181818181818183,0.0,27.494107892486173
2,14,1,7,0,-1,-1,-1,300,696,343,763,21,32,6525,13,48.67389672305454,19.89779307641465,54.069969718445975,48.84577546036121,49.06542056074766,21.195652173913043,66.66666666666666,35.59322033898305,68.31683168316832,31.57894736842105,32.11538461538462,32.52175941437639,0.0,100.0,100.0,63.84180790960452,58.011049723756905,93.33333333333333,53.84615384615385,94.44444444444444,86.07068607068608,34.375,9.090909090909092,30.0,6.6666666666666625,27.299945913925878
3,14,1,5,0,-1,-1,-1,307,641,334,678,16,32,6475,13,51.524999180255946,56.101094395519155,52.785402397631884,35.31802003278611,28.832116788321166,41.66666666666667,75.0,40.42553191489361,63.90977443609023,38.94736842105263,42.761692650334076,74.77832512315267,3.5562904535436908,63.04230644838362,60.86956521739131,62.295081967213115,32.91925465838509,92.7536231884058,71.7948717948718,87.17948717948718,74.11504424778761,50.0,50.0,50.0,18.181818181818183,20.891643342662935
1,15,1,3,1,0,-1,-1,388,650,320,631,11,32,6400,0,54.30518186755176,70.77711356216741,10.390721001279788,36.545877419621576,82.21476510067114,90.3061224489796,8.212560386473431,100.0,17.682926829268293,100.0,79.78560490045942,42.48803749139366,70.9525041278458,68.91052214713497,54.166666666666664,48.333333333333336,3.731343283582089,3.6585365853658534,77.77777777777779,56.16438356164384,40.887850467289724,65.625,81.81818181818183,54.54545454545454,69.23076923076924,23.42349400343407
2,15,1,2,1,1,0,-1,374,723,343,662,12,32,6525,0,59.167802190027665,62.72010126998525,57.10630695775157,100.0,96.26168224299066,79.34782608695652,42.473118279569896,62.71186440677966,62.37623762376238,100.0,71.73076923076923,25.746588124213883,15.731247907132465,0.0,53.02325581395348,61.016949152542374,43.0939226519337,50.66666666666667,58.333333333333336,93.05555555555556,72.97297297297297,62.5,63.63636363636363,60.0,60.00000000000001,24.69029283745847
3,15,1,6,0,-1,-1,-1,301,648,352,723,18,32,6575,0,48.80478270913356,4.057741250585674,77.0425547468514,0.0,29.1970802919708,46.794871794871796,100.0,48.93617021276596,36.09022556390977,27.368421052631582,36.30289532293987,55.61434450323338,79.89396705776713,30.297347739796308,100.0,68.0327868852459,43.47826086956522,36.231884057971016,61.53846153846154,73.07692307692307,88.93805309734513,43.75,60.0,25.0,18.181818181818183,30.295760483685314
4,15,1,3,1,1,0,-1,349,718,345,751,15,34,6825,0,44.33649095755936,39.51184347489926,0.0,23.85235900585332,40.29304029304027,88.0503144654088,63.4453781512605,89.43089430894308,15.517241379310326,44.44444444444445,44.29824561403511,23.42981256050048,18.03115383922642,28.49106548648178,57.29166666666664,44.44444444444442,35.88516746411484,1.1627906976744147,81.72043010752688,64.63414634146343,20.78651685393255,55.88235294117647,81.81818181818184,45.454545454545446,61.53846153846153,38.99777658739186
5,15,1,4,1,1,0,-1,389,635,310,676,16,34,6900,0,50.384008366530594,65.33244677029319,24.221861401203093,67.7822479300541,51.00671140939595,46.50000000000002,44.559585492227946,100.0,32.27513227513228,42.30769230769232,54.59057071960301,73.52039301463971,64.0600969797203,70.35135296155484,12.408759124087586,47.899159663865554,41.00719424460432,14.018691588785023,100.0,11.76470588235296,33.79629629629618,52.94117647058824,44.44444444444445,71.4285714285714,59.99999999999998,33.383118758152364
6,15,1,1,1,1,1,1,369,674,273,694,9,34,6800,0,54.79030087388336,56.025396668720916,17.08046799112738,100.0,40.68965517241378,67.14285714285717,57.2222222222222,77.30496453900709,51.36986301369863,31.067961165048537,58.06451612903227,26.9928351439287,40.603996046209524,0.0,5.12820512820511,21.052631578947338,86.36363636363637,44.186046511627914,100.0,70.66666666666667,0.0,73.52941176470588,100.0,81.81818181818181,100.0,63.4480067808468
7,15,1,2,1,1,1,0,418,720,294,725,13,34,6875,0,51.812494217844694,37.23707486428702,30.384247797899118,64.28759719079635,44.1509433962264,20.606060606060602,55.11811023622049,85.09316770186334,74.6268656716418,6.944444444444442,33.69905956112855,67.65212776185294,93.09627841983097,12.448903753251574,0.0,21.85430463576159,69.12751677852353,16.8831168831169,100.0,100.0,15.630550621669581,61.76470588235294,91.66666666666664,49.999999999999986,54.54545454545454,88.49515802706792
8,15,1,3,1,0,-1,-1,452,723,308,718,15,34,6950,0,49.76044959107908,7.957623745193754,65.02045149290377,75.5816285246882,42.372881355932236,30.80568720379147,16.551724137931057,100.0,85.03401360544215,9.37500000000001,18.62745098039219,59.67707881123212,40.96009651441899,29.11467471545006,0.0,43.790849673202636,51.85185185185188,40.50632911392405,100.0,74.66666666666669,20.599250936329586,55.88235294117647,100.0,44.44444444444443,54.54545454545454,76.64572851655055
